99938.6172,99922.0469 
99932.0234,1515.33411 
99947.3984,3108.40869 
99966.2422,4658.24316 
99962.3203,6218.73291 
99953.0000,7791.76904 
99950.5625,9360.62695 
99941.6094,10935.6250 
99943.8750,12546.6865 
99954.8203,14105.1914 
99945.3203,15602.2109 
99944.7656,17140.4453 
99961.4766,18733.3535 
99971.0703,20326.1680 
99987.2734,21908.3691 
99999.4375,23476.9863 
99986.5859,25004.1621 
99974.1719,26567.4043 
99958.3594,28139.6504 
99939.1250,29704.8262 
99939.7656,31279.0410 
99951.9141,32833.3477 
99971.2109,34404.4531 
99990.9453,35957.4258 
15.2673445,37505.6289 
44.0101318,39086.3555 
52.1527481,40660.9609 
46.6437263,42231.9414 
39.2119904,43796.0742 
26.7557316,45351.0898 
20.4146271,46927.8594 
11.4636869,48503.2695 
1518.89185,99925.8594 
1532.82104,1517.34827 
1530.53479,3121.39233 
1526.27307,4657.85547 
1518.91882,6206.29346 
1514.16882,7789.78076 
1516.94690,9363.12402 
1523.33447,10932.9053 
1518.19031,12549.7256 
1507.79114,14103.1553 
1510.73376,15601.9092 
1532.59668,17160.8457 
1552.65393,18742.9590 
1554.75305,20330.2520 
1556.77002,21922.1562 
1557.31165,23474.7715 
1564.22449,24999.5703 
1572.57129,26562.1367 
1565.96729,28125.8887 
1562.27075,29699.4473 
1555.40259,31277.5527 
1545.68713,32837.0586 
1541.15967,34412.5742 
1547.61121,35976.4648 
1578.63086,37541.3945 
1606.99487,39107.3047 
1611.35608,40654.1641 
1599.29529,42223.6250 
1590.05640,43789.6992 
1579.61389,45338.9258 
1561.66125,46914.1953 
1540.17065,48485.4688 
3079.62183,99959.4141 
3101.70288,1522.34692 
3100.38843,3110.42944 
3098.41943,4655.95996 
3106.59082,6207.92725 
3106.90137,7784.86523 
3099.19287,9366.78125 
3104.09131,10937.3984 
3092.50952,12528.0830 
3071.02588,14096.2549 
3085.52222,15624.0703 
3112.34180,17187.2148 
3131.93530,18756.3574 
3143.34863,20330.7988 
3141.08618,21915.6699 
3132.24585,23476.2441 
3139.63647,25019.6250 
3149.13770,26564.1719 
3147.18677,28120.1133 
3141.09766,29692.7031 
3125.24219,31263.6445 
3128.86743,32839.3711 
