99957.4453,99996.8047 
99953.0781,1570.74939 
99960.8359,3149.78516 
99963.6719,4713.24072 
99961.7734,6278.60156 
99955.5078,7792.69482 
99968.3203,9333.58398 
99992.5859,10904.8896 
11.6599369,12465.9277 
30.6441040,14000.9961 
41.9313202,15537.5918 
49.0849228,17116.0117 
61.3132401,18699.1523 
65.6115570,20312.4219 
58.6251373,21898.2070 
47.4480896,23480.3477 
25.3202362,25065.1582 
15.1741590,26637.2637 
15.6833229,28225.3887 
99989.3438,29788.1719 
99964.4375,31338.1445 
99951.0625,32903.6641 
99936.5859,34450.3398 
99936.4766,35989.9805 
99947.4922,37557.1914 
99969.7891,39110.4258 
99981.1484,40647.9258 
99984.9688,42187.9297 
99994.1484,43783.3594 
99980.8359,45368.8320 
99966.3828,46961.1055 
99980.1484,48545.7852 
1507.60083,99978.6562 
1502.26514,1580.35925 
1516.04858,3155.75562 
1511.50549,4706.64844 
1500.88513,6270.02588 
1508.21362,7802.24609 
1537.85693,9364.52539 
1561.85498,10925.6992 
1573.02417,12478.7822 
1576.42371,14009.4795 
1582.59058,15548.5137 
1596.59497,17132.1895 
1613.96667,18713.2598 
1618.77454,20304.6797 
1598.51331,21880.7441 
1586.95044,23468.5996 
1585.84460,25054.9551 
1579.45667,26639.0254 
1568.61719,28207.3887 
1545.43359,29754.0039 
1531.02917,31328.9297 
1523.80957,32888.6758 
1509.70093,34442.3242 
1514.34363,36002.4453 
1523.97229,37569.0820 
1526.96082,39121.6875 
1539.07581,40657.8320 
1562.11865,42204.3828 
1570.90466,43783.2539 
1562.97778,45352.0742 
1562.40796,46963.5781 
1572.15588,48561.3867 
3047.36060,99956.9844 
3037.95166,1587.91577 
3046.59277,3164.95264 
3055.80640,4701.05518 
3067.58105,6278.33789 
3102.08789,7835.45264 
3132.67578,9387.24902 
3131.86157,10928.5498 
3120.90869,12477.7051 
3115.66553,14009.7471 
3116.56152,15553.9668 
3114.25610,17139.8789 
3118.53760,18727.2773 
3121.48438,20296.1680 
3114.35986,21867.0020 
3116.83008,23472.1309 
3108.38330,25042.6211 
3084.80591,26621.5762 
3081.35620,28205.4004 
3098.67432,29750.9863 
3098.23926,31320.3047 
3083.06641,32875.4766 
3076.99609,34437.9180 
3076.93872,36008.5352 
3080.72070,37573.9570 
3098.07031,39133.1211 
3115.03369,40678.2930 
3125.82520,42220.1836 
3134.66919,43782.6562 
3146.20337,45355.5000 
3156.83032,46972.2070 
3159.42627,48564.6094 
4592.40332,99954.9297 
4595.50195,1583.56982 
4588.42334,3175.37549 
4607.61377,4720.23633 
4630.42920,6302.48438 
4649.35205,7869.40186 
4665.82666,9398.86328 
4672.23730,10918.9326 
4663.93994,12464.0322 
4649.18066,14005.4668 
4646.28613,15553.3467 
4648.36377,17136.0332 
4646.90381,18728.3359 
4646.60547,20294.5996 
4651.91943,21869.4180 
4644.38818,23464.9297 
4629.53760,25027.5527 
4631.95654,26614.4727 
